sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH501237,TF103640,0.3,"few emails received, tenure",renewed
STH502587,TF107525,98.7,"low total spend, low game attendance",not_renewed
STH501415,TF104146,94.1,"low total spend, low game attendance",not_renewed
STH503717,TF110858,0.2,tenure,renewed
STH500692,TF101988,0.1,tenure,renewed
STH504155,TF112178,0.1,low spend per game,renewed
STH504224,TF112370,0.1,no dominant single factor,renewed
STH508045,TF123671,0.0,no dominant single factor,renewed
STH505372,TF115984,0.3,"low email engagement, few emails received",renewed
STH507958,TF123397,23.4,"low game attendance, low total spend",renewed
STH504740,TF113983,3.9,"long gap since last game attended, low spend per game",renewed
STH505473,TF116299,0.2,tenure,renewed
STH504778,TF114119,0.1,no dominant single factor,renewed
STH506106,TF118144,4.2,"long gap since last game attended, low spend per game",renewed
STH503588,TF110484,0.1,tenure,renewed
STH507530,TF122218,0.2,low spend per game,renewed
STH506465,TF119208,93.7,"low total spend, low game attendance",not_renewed
STH501923,TF105649,92.9,"low total spend, low game attendance",not_renewed
STH502310,TF106739,0.4,no dominant single factor,renewed
STH501959,TF105754,1.3,low email engagement,renewed
STH502437,TF107122,0.1,tenure,renewed
STH503099,TF109020,0.8,low spend per game,renewed
STH502440,TF107128,0.4,"few emails received, low email engagement",renewed
STH507688,TF122646,0.1,no dominant single factor,renewed
STH501084,TF103177,86.9,"low total spend, low game attendance",not_renewed
STH506170,TF118297,0.0,no dominant single factor,renewed
STH501059,TF103102,1.7,no dominant single factor,renewed
STH503351,TF109761,0.3,tenure,renewed
STH502059,TF106033,0.1,low spend per game,renewed
STH502204,TF106426,0.2,low email engagement,renewed
STH501182,TF103467,0.2,low email engagement,renewed
STH504973,TF114759,1.0,long gap since last game attended,renewed
STH502078,TF106093,0.3,few emails received,renewed
STH502301,TF106707,0.3,low spend per game,renewed
STH505876,TF117474,64.4,"low game attendance, low total spend",not_renewed
STH500129,TF100354,44.5,"long gap since last game attended, low email engagement",renewed
STH502655,TF107721,0.2,"low spend per game, low email engagement",renewed
STH505980,TF117804,0.1,no dominant single factor,renewed
STH506458,TF119175,0.1,no dominant single factor,renewed
STH506662,TF119771,0.1,few emails received,renewed
STH505844,TF117377,0.4,few emails received,renewed
STH502985,TF108661,0.1,no dominant single factor,renewed
STH505528,TF116456,0.0,no dominant single factor,renewed
STH505605,TF116711,0.2,no dominant single factor,renewed
STH501861,TF105476,0.1,no dominant single factor,renewed
STH502602,TF107569,0.1,low spend per game,renewed
STH504598,TF113541,98.5,"low total spend, low game attendance",not_renewed
STH501673,TF104908,0.2,few emails received,renewed
STH504302,TF112613,0.1,no dominant single factor,renewed
STH502753,TF107990,3.8,low email engagement,renewed
STH506041,TF117982,1.4,"low spend per game, few emails received",renewed
STH506998,TF120691,0.2,"tenure, low email engagement",renewed
STH500934,TF102725,78.0,"low total spend, low game attendance",renewed
STH507501,TF122129,99.0,"low total spend, low game attendance",not_renewed
STH506831,TF120248,1.0,"low email engagement, few emails received",renewed
STH503903,TF111420,0.2,tenure,renewed
STH502443,TF107134,0.1,tenure,renewed
STH500506,TF101449,6.3,"low game attendance, low total spend",renewed
STH501641,TF104800,0.3,"tenure, low spend per game",renewed
STH507052,TF120848,0.2,no dominant single factor,renewed
STH505190,TF115415,0.1,no dominant single factor,renewed
STH503203,TF109313,0.3,"tenure, low spend per game",renewed
STH502182,TF106366,96.7,"low total spend, low game attendance",not_renewed
STH506184,TF118332,1.8,few emails received,renewed
STH508406,TF124703,0.1,no dominant single factor,renewed
STH501181,TF103462,0.1,low spend per game,renewed
STH507342,TF121683,0.1,no dominant single factor,renewed
STH508281,TF124319,0.1,"low spend per game, few emails received",renewed
STH507023,TF120770,0.1,"tenure, low spend per game",renewed
STH500567,TF101597,0.2,tenure,renewed
STH508401,TF124684,0.1,tenure,renewed
STH508475,TF124931,59.4,"low game attendance, low total spend",renewed
STH500122,TF100330,0.1,no dominant single factor,renewed
STH503581,TF110474,0.1,no dominant single factor,renewed
STH501981,TF105815,0.6,low spend per game,not_renewed
STH507852,TF123076,0.5,"low email engagement, tenure",renewed
STH504135,TF112108,1.4,low email engagement,renewed
STH500442,TF101253,0.1,no dominant single factor,renewed
STH505361,TF115940,0.4,"few emails received, tenure",renewed
STH503795,TF111098,0.1,few emails received,renewed
STH504906,TF114514,0.1,no dominant single factor,renewed
STH503634,TF110617,1.4,"tenure, few emails received",renewed
STH501877,TF105525,0.2,tenure,renewed
STH504734,TF113964,0.1,low email engagement,renewed
STH504037,TF111841,1.8,"low total spend, low game attendance",renewed
STH501862,TF105478,0.1,long gap since last game attended,renewed
STH508219,TF124147,37.1,"low game attendance, low total spend",renewed
STH500079,TF100241,0.3,tenure,renewed
STH501963,TF105759,0.1,tenure,renewed
STH502144,TF106282,0.4,no dominant single factor,renewed
STH502911,TF108442,0.1,no dominant single factor,renewed
STH501821,TF105326,0.3,few emails received,renewed
STH506872,TF120354,5.5,"tenure, long gap since last game attended",renewed
STH504538,TF113352,0.1,no dominant single factor,renewed
STH506215,TF118444,0.1,long gap since last game attended,renewed
STH507403,TF121859,1.4,low email engagement,renewed
STH503204,TF109318,0.3,"low email engagement, low spend per game",renewed
STH503393,TF109899,0.1,low spend per game,renewed
STH506789,TF120128,0.3,"low email engagement, tenure",renewed
STH502146,TF106293,0.9,no dominant single factor,renewed
STH502687,TF107813,0.4,low email engagement,renewed
STH505394,TF116049,0.3,tenure,renewed
STH503054,TF108889,0.1,tenure,renewed
STH500627,TF101774,75.8,"low total spend, low game attendance",not_renewed
STH501168,TF103438,3.6,"tenure, low game attendance",renewed
STH501867,TF105497,0.1,no dominant single factor,renewed
STH501032,TF103029,1.1,tenure,renewed
STH508055,TF123690,0.6,"low email engagement, low spend per game",renewed
STH500729,TF102115,0.2,"tenure, low email engagement",renewed
STH505974,TF117784,19.8,"low game attendance, low total spend",renewed
STH505924,TF117639,0.1,no dominant single factor,renewed
STH502353,TF106873,0.1,no dominant single factor,renewed
STH507597,TF122372,0.1,tenure,renewed
STH501498,TF104381,0.5,"low email engagement, tenure",renewed
STH503965,TF111601,0.1,no dominant single factor,renewed
STH507883,TF123179,40.0,"low game attendance, low total spend",renewed
STH500037,TF100109,0.1,low spend per game,renewed
STH506742,TF119984,0.1,tenure,renewed
STH505627,TF116794,0.1,low spend per game,renewed
STH504789,TF114143,0.3,tenure,renewed
STH504940,TF114645,2.6,few emails received,renewed
STH506679,TF119808,4.8,"low game attendance, tenure",renewed
STH506919,TF120469,0.1,no dominant single factor,renewed
STH500963,TF102829,0.4,few emails received,renewed
STH504707,TF113849,98.2,"low total spend, low game attendance",not_renewed
STH505063,TF115020,1.4,"low spend per game, few emails received",renewed
STH504488,TF113200,0.1,tenure,renewed
STH504976,TF114765,0.1,low spend per game,renewed
STH506934,TF120505,0.1,no dominant single factor,renewed
STH506300,TF118701,0.4,low spend per game,renewed
STH503698,TF110816,0.7,long gap since last game attended,renewed
STH504080,TF111954,0.1,few emails received,renewed
STH503022,TF108780,0.2,low email engagement,renewed
STH500534,TF101509,0.1,low email engagement,renewed
STH503580,TF110467,0.4,"low email engagement, low spend per game",renewed
STH505584,TF116642,44.3,"low game attendance, low total spend",not_renewed
STH503132,TF109101,0.2,"tenure, few emails received",renewed
STH502019,TF105921,0.1,no dominant single factor,renewed
STH506838,TF120260,0.1,low email engagement,renewed
STH502441,TF107132,0.1,"long gap since last game attended, low spend per game",renewed
STH506639,TF119703,69.6,"low game attendance, low total spend",not_renewed
STH503474,TF110167,0.3,no dominant single factor,renewed
STH505763,TF117158,0.5,low spend per game,renewed
STH507946,TF123355,0.2,"tenure, low spend per game",renewed
STH506501,TF119325,31.0,"low game attendance, low total spend",not_renewed
STH501132,TF103300,0.1,tenure,renewed
STH503782,TF111056,4.8,"low game attendance, low total spend",renewed
STH507669,TF122596,3.6,few emails received,renewed
STH501840,TF105388,0.1,no dominant single factor,renewed
STH505141,TF115252,0.2,"low email engagement, low spend per game",renewed
STH505287,TF115711,0.4,"low email engagement, long gap since last game attended",renewed
STH504975,TF114764,0.1,no dominant single factor,renewed
STH507348,TF121699,0.1,no dominant single factor,renewed
STH506425,TF119070,0.1,low email engagement,renewed
STH508464,TF124901,1.4,tenure,renewed
STH502129,TF106235,0.1,no dominant single factor,renewed
STH505203,TF115456,0.1,no dominant single factor,renewed
STH507050,TF120845,1.3,tenure,renewed
STH505136,TF115240,92.9,"low total spend, low game attendance",not_renewed
STH501723,TF105041,0.3,"low spend per game, few emails received",renewed
STH507913,TF123266,0.1,low spend per game,renewed
STH503222,TF109376,0.1,low spend per game,renewed
STH506823,TF120227,0.1,tenure,renewed
STH502649,TF107701,0.2,no dominant single factor,renewed
STH507212,TF121326,66.9,"low game attendance, low total spend",not_renewed
STH503770,TF111015,4.5,few emails received,renewed
STH506967,TF120599,0.1,tenure,renewed
STH506453,TF119157,0.1,low email engagement,renewed
STH507364,TF121754,0.1,tenure,renewed
STH505161,TF115318,3.3,no dominant single factor,renewed
STH508041,TF123665,0.1,low spend per game,renewed
STH508301,TF124399,0.3,low spend per game,renewed
STH505835,TF117356,9.6,"few emails received, low email engagement",not_renewed
STH501420,TF104156,0.2,"low spend per game, few emails received",renewed
STH505072,TF115043,7.0,"long gap since last game attended, tenure",renewed
STH507276,TF121494,0.0,no dominant single factor,renewed
STH507670,TF122598,0.1,no dominant single factor,renewed
STH501322,TF103881,1.0,tenure,renewed
STH504339,TF112732,0.1,"low spend per game, tenure",renewed
STH505174,TF115365,0.2,low spend per game,renewed
STH502792,TF108110,0.1,few emails received,renewed
STH500571,TF101614,0.2,"low spend per game, low email engagement",renewed
STH504212,TF112335,0.1,no dominant single factor,renewed
STH506816,TF120204,0.1,low spend per game,renewed
STH504704,TF113842,0.3,"low spend per game, tenure",renewed
STH507367,TF121758,0.9,tenure,renewed
STH500865,TF102528,41.8,"low total spend, low game attendance",renewed
STH502777,TF108059,0.1,low email engagement,renewed
STH507889,TF123205,1.1,low spend per game,renewed
STH500779,TF102269,3.0,"low email engagement, tenure",renewed
STH504920,TF114568,1.1,"low email engagement, low spend per game",renewed
STH507638,TF122494,90.2,"low total spend, low game attendance",not_renewed
STH500385,TF101078,0.1,no dominant single factor,renewed
STH507941,TF123342,0.3,low email engagement,renewed
STH505688,TF116984,98.9,"low total spend, low game attendance",not_renewed
STH504776,TF114115,0.0,no dominant single factor,renewed
STH503827,TF111190,1.0,few emails received,renewed
STH500745,TF102163,0.2,tenure,renewed
STH503739,TF110926,0.1,no dominant single factor,renewed
STH502091,TF106130,0.1,few emails received,renewed
STH500638,TF101799,0.1,tenure,renewed
STH502387,TF106946,0.1,"tenure, low spend per game",renewed
STH503499,TF110246,0.1,tenure,renewed
STH505620,TF116773,0.1,low spend per game,renewed
STH508394,TF124671,1.1,low email engagement,renewed
STH504188,TF112257,0.1,tenure,renewed
STH504139,TF112121,12.6,"low total spend, low game attendance",renewed
STH507842,TF123051,0.1,no dominant single factor,renewed
STH502722,TF107897,0.1,tenure,renewed
STH506955,TF120563,0.2,no dominant single factor,renewed
STH503130,TF109086,0.1,long gap since last game attended,renewed
STH506768,TF120054,0.1,no dominant single factor,renewed
STH506940,TF120525,1.5,low spend per game,renewed
STH500182,TF100493,24.3,"long gap since last game attended, low game attendance",renewed
STH507802,TF122935,0.1,low spend per game,renewed
STH503867,TF111293,0.1,low spend per game,renewed
STH501519,TF104423,0.1,tenure,renewed
STH501997,TF105869,44.7,"low total spend, low game attendance",renewed
STH506015,TF117914,0.1,no dominant single factor,renewed
STH505617,TF116758,0.1,few emails received,renewed
STH506350,TF118876,98.2,"low total spend, low game attendance",not_renewed
STH503128,TF109079,0.6,"few emails received, low spend per game",renewed
STH502644,TF107680,0.3,"few emails received, tenure",renewed
STH507382,TF121802,0.1,no dominant single factor,renewed
STH503350,TF109758,0.8,tenure,renewed
STH506266,TF118609,83.6,"low total spend, low game attendance",not_renewed
STH506228,TF118488,1.2,tenure,renewed
STH507557,TF122287,0.1,few emails received,renewed
STH507940,TF123341,0.1,no dominant single factor,renewed
STH505542,TF116499,0.1,low spend per game,renewed
STH500059,TF100191,6.8,"low email engagement, few emails received",renewed
STH501835,TF105377,0.2,low spend per game,renewed
STH501261,TF103720,0.1,low spend per game,renewed
STH501561,TF104563,0.1,tenure,renewed
STH507487,TF122098,87.8,"low game attendance, low total spend",not_renewed
STH503515,TF110299,0.2,"low spend per game, tenure",renewed
STH500149,TF100412,0.0,no dominant single factor,renewed
STH507673,TF122602,0.1,no dominant single factor,renewed
STH506159,TF118266,0.1,low spend per game,renewed
STH500284,TF100779,0.1,low spend per game,renewed
STH508115,TF123858,0.1,low spend per game,renewed
STH500713,TF102072,0.1,"low email engagement, few emails received",renewed
STH504099,TF112007,0.1,no dominant single factor,renewed
STH508395,TF124672,0.1,tenure,renewed
STH503530,TF110339,0.0,no dominant single factor,renewed
STH502188,TF106385,0.1,"low spend per game, few emails received",renewed
STH507045,TF120832,0.1,no dominant single factor,renewed
STH502849,TF108284,0.2,long gap since last game attended,renewed
STH507039,TF120823,0.1,"tenure, low spend per game",renewed
STH503037,TF108829,0.1,tenure,renewed
STH503888,TF111380,0.1,low spend per game,renewed
STH508208,TF124126,95.8,"low total spend, low game attendance",not_renewed
STH506413,TF119044,0.1,low email engagement,renewed
STH506450,TF119153,0.1,tenure,renewed
